Filename,Name,Extension,Date
gd153_stis_001.fits,gd153,_stis_001,2015-01-06T17:00:20
gd153_stisnic_001.fits,gd153,_stisnic_001,2015-01-06T17:00:20
gd153_stisnic_002.fits,gd153,_stisnic_002,2015-01-06T17:00:20
gd153_stisnic_003.fits,gd153,_stisnic_003,2010-02-10T23:23:15
gd153_stisnic_004.fits,gd153,_stisnic_004,2013-11-18T19:20:56
gd153_stisnic_005.fits,gd153,_stisnic_005,2015-01-06T17:00:20
gd153_stisnic_006.fits,gd153,_stisnic_006,2015-01-05T21:02:38
gd153_stiswfcnic_001.fits,gd153,_stiswfcnic_001,17-Jan-2019
gd153_stiswfcnic_002.fits,gd153,_stiswfcnic_002,21-Mar-2020
gd153_stiswfcnic_003.fits,gd153,_stiswfcnic_003,2-Mar-2021
gd153_stiswfcnic_004.fits,gd153,_stiswfcnic_004,16-Feb-2023
gd50_004.fits,gd50,_004,2015-01-06T17:00:20
gd71_fos_003.fits,gd71_fos,_003,2015-01-06T17:00:20
gd71_mod_005.fits,gd71_mod,_005,2015-01-06T17:00:20
gd71_mod_006.fits,gd71_mod,_006,2015-01-06T17:00:20
gd71_mod_007.fits,gd71_mod,_007,2010-02-10T23:28:13
gd71_mod_008.fits,gd71_mod,_008,2013-11-18T19:20:56
gd71_mod_009.fits,gd71_mod,_009,2015-01-06T17:00:20
gd71_mod_010.fits,gd71_mod,_010,2015-01-06T17:00:20
gd71_mod_011.fits,gd71_mod,_011,24-Mar-2020
gd71_mod_012.fits,gd71_mod,_012,13-Feb-2023
gd71_stis_001.fits,gd71,_stis_001,2015-01-06T17:00:20
gd71_stisnic_001.fits,gd71,_stisnic_001,2015-01-06T17:00:20
gd71_stisnic_002.fits,gd71,_stisnic_002,2015-01-06T17:00:20
gd71_stisnic_003.fits,gd71,_stisnic_003,2010-02-10T23:23:18
gd71_stisnic_004.fits,gd71,_stisnic_004,2013-11-18T19:20:56
gd71_stisnic_005.fits,gd71,_stisnic_005,2015-01-06T17:00:20
gd71_stisnic_006.fits,gd71,_stisnic_006,2015-01-05T21:02:38
gd71_stiswfcnic_001.fits,gd71,_stiswfcnic_001,17-Jan-2019
gd71_stiswfcnic_002.fits,gd71,_stiswfcnic_002,21-Mar-2020
gd71_stiswfcnic_003.fits,gd71,_stiswfcnic_003,2-Mar-2021
gd71_stiswfcnic_004.fits,gd71,_stiswfcnic_004,16-Feb-2023
gj7541a_mod_001.fits,gj7541a_mod,_001,25-Mar-2020
gj7541a_stis_001.fits,gj7541a,_stis_001,2013-11-18T19:20:56
gj7541a_stis_002.fits,gj7541a,_stis_002,2015-01-06T17:00:20
gj7541a_stis_003.fits,gj7541a,_stis_003,2015-01-05T21:02:38
gj7541a_stis_004.fits,gj7541a,_stis_004,21-Mar-2020
grw_70d5824_005.fits,grw+70d5824,grw_70d5824_005,2015-01-06T17:00:20
grw_70d5824_mod_001.fits,grw_70d5824,_mod_001,23-Mar-2020
grw_70d5824_stis_001.fits,grw+70d5824,grw_70d5824_stis_001,2015-01-06T17:00:20
grw_70d5824_stisnic_002.fits,grw+70d5824,grw_70d5824_stisnic_002,2015-01-06T17:00:20
grw_70d5824_stisnic_003.fits,grw+70d5824,grw_70d5824_stisnic_003,2010-02-10T23:23:19
grw_70d5824_stisnic_004.fits,grw+70d5824,grw_70d5824_stisnic_004,2013-11-18T19:20:56
grw_70d5824_stisnic_005.fits,grw+70d5824,grw_70d5824_stisnic_005,2015-01-06T17:00:20
grw_70d5824_stisnic_006.fits,grw+70d5824,grw_70d5824_stisnic_006,2015-01-05T21:02:38
grw_70d5824_stisnic_007.fits,grw+70d5824,grw_70d5824_stisnic_007,3-Aug-2017
grw_70d5824_stiswfcnic_001.fits,grw+70d5824,grw_70d5824_stiswfcnic_001,17-Jan-2019
grw_70d5824_stiswfcnic_002.fits,grw+70d5824,grw_70d5824_stiswfcnic_002,21-Mar-2020
grw_70d5824_stiswfcnic_003.fits,grw+70d5824,grw_70d5824_stiswfcnic_003,2-Mar-2021
hd009051_mod_001.fits,hd009051,_mod_001,30-Aug-2019
hd009051_mod_002.fits,hd009051,_mod_002,23-Mar-2020
hd009051_mod_003.fits,hd009051,_mod_003,24-Oct-2022
hd009051_mod_004.fits,hd009051,_mod_004,16-Feb-2023
hd009051_stis_001.fits,hd009051,_stis_001,2013-11-18T19:20:56
hd009051_stis_002.fits,hd009051,_stis_002,2015-01-06T17:00:20
hd009051_stis_003.fits,hd009051,_stis_003,2015-01-05T21:02:38
hd009051_stis_004.fits,hd009051,_stis_004,30-Aug-2019
hd009051_stis_005.fits,hd009051,_stis_005,21-Mar-2020
hd009051_stis_006.fits,hd009051,_stis_006,25-Oct-2022
hd009051_stis_007.fits,hd009051,_stis_007,16-Feb-2023
hd031128_mod_001.fits,hd031128,_mod_001,30-Aug-2019
hd031128_mod_002.fits,hd031128,_mod_002,23-Mar-2020
hd031128_mod_003.fits,hd031128,_mod_003,16-Feb-2023
hd031128_stis_001.fits,hd031128,_stis_001,2013-11-18T19:20:56
hd031128_stis_002.fits,hd031128,_stis_002,2015-01-06T17:00:20
hd031128_stis_003.fits,hd031128,_stis_003,2015-01-05T21:02:38
hd031128_stis_004.fits,hd031128,_stis_004,30-Aug-2019
hd031128_stis_005.fits,hd031128,_stis_005,21-Mar-2020
hd031128_stis_006.fits,hd031128,_stis_006,16-Feb-2023
hd074000_mod_001.fits,hd074000,_mod_001,30-Aug-2019
hd074000_mod_002.fits,hd074000,_mod_002,23-Mar-2020
hd074000_mod_003.fits,hd074000,_mod_003,16-Feb-2023
hd074000_stis_001.fits,hd074000,_stis_001,2013-11-18T19:20:56
hd074000_stis_002.fits,hd074000,_stis_002,2015-01-06T17:00:20
hd074000_stis_003.fits,hd074000,_stis_003,2015-01-05T21:02:38
hd074000_stis_004.fits,hd074000,_stis_004,30-Aug-2019
hd074000_stis_005.fits,hd074000,_stis_005,21-Mar-2020
hd074000_stis_006.fits,hd074000,_stis_006,16-Feb-2023
hd101452_mod_001.fits,hd101452,_mod_001,30-Aug-2019
hd101452_mod_002.fits,hd101452,_mod_002,23-Mar-2020
hd101452_mod_003.fits,hd101452,_mod_003,16-Feb-2023
hd101452_stis_001.fits,hd101452,_stis_001,30-Aug-2019
hd101452_stis_002.fits,hd101452,_stis_002,21-Mar-2020
hd101452_stis_003.fits,hd101452,_stis_003,16-Feb-2023
hd106252_mod_001.fits,hd106252,_mod_001,13-Feb-2017
hd106252_mod_002.fits,hd106252,_mod_002,3-Aug-2017
hd106252_mod_003.fits,hd106252,_mod_003,23-Mar-2020
hd106252_mod_004.fits,hd106252,_mod_004,16-Feb-2023
hd106252_mod_005.fits,hd106252,_mod_005,4-Apr-2023
hd106252_mod_006.fits,hd106252,_mod_006,21-Sep-2023
hd106252_stis_001.fits,hd106252,_stis_001,2013-11-18T19:20:56
hd106252_stis_002.fits,hd106252,_stis_002,2015-01-06T17:00:20
hd106252_stis_003.fits,hd106252,_stis_003,2015-01-05T21:02:38
hd106252_stis_004.fits,hd106252,_stis_004,13-Feb-2017
hd106252_stis_005.fits,hd106252,_stis_005,21-Mar-2020
hd106252_stis_006.fits,hd106252,_stis_006,16-Feb-2023
hd106252_stis_007.fits,hd106252,_stis_007,3-Apr-2023
hd106252_stis_008.fits,hd106252,_stis_008,20-Sep-2023
hd111980_mod_001.fits,hd111980,_mod_001,30-Aug-2019
hd111980_mod_002.fits,hd111980,_mod_002,23-Mar-2020
hd111980_mod_003.fits,hd111980,_mod_003,16-Feb-2023
hd111980_stis_001.fits,hd111980,_stis_001,2013-11-18T19:20:56
hd111980_stis_002.fits,hd111980,_stis_002,2015-01-06T17:00:20
hd111980_stis_003.fits,hd111980,_stis_003,2015-01-05T21:02:38
hd111980_stis_004.fits,hd111980,_stis_004,30-Aug-2019
hd111980_stis_005.fits,hd111980,_stis_005,21-Mar-2020
hd111980_stis_006.fits,hd111980,_stis_006,16-Feb-2023
hd115169_mod_001.fits,hd115169,_mod_001,30-Aug-2019
hd115169_mod_002.fits,hd115169,_mod_002,23-Mar-2020
hd115169_mod_003.fits,hd115169,_mod_003,16-Feb-2023
hd115169_stis_001.fits,hd115169,_stis_001,30-Aug-2019
hd115169_stis_002.fits,hd115169,_stis_002,21-Mar-2020
hd115169_stis_003.fits,hd115169,_stis_003,16-Feb-2023
hd116405_mod_001.fits,hd116405,_mod_001,13-Feb-2017
hd116405_mod_002.fits,hd116405,_mod_002,3-Aug-2017
hd116405_mod_003.fits,hd116405,_mod_003,23-Mar-2020
hd116405_mod_004.fits,hd116405,_mod_004,16-Feb-2023
hd116405_stis_001.fits,hd116405,_stis_001,2013-11-18T19:20:56
hd116405_stis_002.fits,hd116405,_stis_002,2015-01-06T17:00:20
hd116405_stis_003.fits,hd116405,_stis_003,2015-01-05T21:02:38
hd116405_stis_004.fits,hd116405,_stis_004,13-Feb-2017
hd116405_stis_005.fits,hd116405,_stis_005,21-Mar-2020
hd116405_stis_006.fits,hd116405,_stis_006,16-Feb-2023
hd128998_mod_001.fits,hd128998,_mod_001,30-Aug-2019
hd128998_mod_002.fits,hd128998,_mod_002,23-Mar-2020
hd128998_mod_003.fits,hd128998,_mod_003,16-Feb-2023
hd128998_stis_001.fits,hd128998,_stis_001,30-Aug-2019
hd128998_stis_002.fits,hd128998,_stis_002,21-Mar-2020
hd128998_stis_003.fits,hd128998,_stis_003,16-Feb-2023
hd142331_mod_001.fits,hd142331,_mod_001,30-Aug-2019
hd142331_mod_002.fits,hd142331,_mod_002,23-Mar-2020
hd142331_mod_003.fits,hd142331,_mod_003,24-Oct-2022
hd142331_mod_004.fits,hd142331,_mod_004,16-Feb-2023
hd142331_mod_005.fits,hd142331,_mod_005,21-Sep-2023
hd142331_stis_001.fits,hd142331,_stis_001,30-Aug-2019
hd142331_stis_002.fits,hd142331,_stis_002,21-Mar-2020
hd142331_stis_003.fits,hd142331,_stis_003,25-Oct-2022
hd142331_stis_004.fits,hd142331,_stis_004,16-Feb-2023
hd142331_stis_005.fits,hd142331,_stis_005,20-Sep-2023
hd14943_mod_001.fits,hd14943,_mod_001,13-Feb-2017
hd14943_mod_002.fits,hd14943,_mod_002,3-Aug-2017
hd14943_mod_003.fits,hd14943,_mod_003,23-Mar-2020
hd14943_stis_001.fits,hd14943,_stis_001,2013-11-18T19:20:56
hd14943_stis_002.fits,hd14943,_stis_002,2015-01-06T17:00:20
hd14943_stis_003.fits,hd14943,_stis_003,2015-01-05T21:02:38
hd14943_stis_004.fits,hd14943,_stis_004,13-Feb-2017
hd14943_stis_005.fits,hd14943,_stis_005,21-Mar-2020
hd158485_mod_001.fits,hd158485,_mod_001,13-Feb-2017
hd158485_mod_002.fits,hd158485,_mod_002,3-Aug-2017
hd158485_mod_003.fits,hd158485,_mod_003,23-Mar-2020
hd158485_stis_001.fits,hd158485,_stis_001,2013-11-18T19:20:56
hd158485_stis_002.fits,hd158485,_stis_002,2015-01-06T17:00:20
hd158485_stis_003.fits,hd158485,_stis_003,2015-01-05T21:02:38
hd158485_stis_004.fits,hd158485,_stis_004,13-Feb-2017
hd158485_stis_005.fits,hd158485,_stis_005,21-Mar-2020
hd159222_mod_001.fits,hd159222,_mod_001,13-Feb-2017
hd159222_mod_002.fits,hd159222,_mod_002,3-Aug-2017
hd159222_mod_003.fits,hd159222,_mod_003,23-Mar-2020
hd159222_mod_004.fits,hd159222,_mod_004,24-Oct-2022
hd159222_mod_005.fits,hd159222,_mod_005,16-Feb-2023
hd159222_mod_006.fits,hd159222,_mod_006,21-Sep-2023
hd159222_stis_001.fits,hd159222,_stis_001,2013-11-18T19:20:56
hd159222_stis_002.fits,hd159222,_stis_002,2015-01-06T17:00:20
hd159222_stis_003.fits,hd159222,_stis_003,2015-01-05T21:02:38
hd159222_stis_004.fits,hd159222,_stis_004,13-Feb-2017
hd159222_stis_005.fits,hd159222,_stis_005,21-Mar-2020
hd159222_stis_006.fits,hd159222,_stis_006,25-Oct-2022
hd159222_stis_007.fits,hd159222,_stis_007,16-Feb-2023
hd159222_stis_008.fits,hd159222,_stis_008,20-Sep-2023
hd160617_mod_001.fits,hd160617,_mod_001,30-Aug-2019
hd160617_mod_002.fits,hd160617,_mod_002,23-Mar-2020
hd160617_stis_001.fits,hd160617,_stis_001,2013-11-18T19:20:56
hd160617_stis_002.fits,hd160617,_stis_002,2015-01-06T17:00:20
hd160617_stis_003.fits,hd160617,_stis_003,2015-01-05T21:02:38
hd160617_stis_004.fits,hd160617,_stis_004,30-Aug-2019
hd160617_stis_005.fits,hd160617,_stis_005,21-Mar-2020
hd163466_mod_001.fits,hd163466,_mod_001,13-Feb-2017
hd163466_mod_002.fits,hd163466,_mod_002,3-Aug-2017
hd163466_mod_003.fits,hd163466,_mod_003,23-Mar-2020
hd163466_stis_001.fits,hd163466,_stis_001,2013-11-18T19:20:56
hd163466_stis_002.fits,hd163466,_stis_002,2015-01-06T17:00:20
hd163466_stis_003.fits,hd163466,_stis_003,2015-01-05T21:02:38
hd163466_stis_004.fits,hd163466,_stis_004,13-Feb-2017
hd163466_stis_005.fits,hd163466,_stis_005,21-Mar-2020
hd165459_mod_001.fits,hd165459,_mod_001,13-Feb-2017
hd165459_mod_002.fits,hd165459,_mod_002,3-Aug-2017
hd165459_mod_003.fits,hd165459,_mod_003,23-Mar-2020
hd165459_mod_004.fits,hd165459,_mod_004,16-Feb-2023
hd165459_nic_002.fits,hd165459,_nic_002,2015-01-06T17:00:20
hd165459_stisnic_001.fits,hd165459,_stisnic_001,2013-11-18T19:20:56
hd165459_stisnic_002.fits,hd165459,_stisnic_002,2015-01-06T17:00:20
hd165459_stisnic_003.fits,hd165459,_stisnic_003,2015-01-05T21:02:38
hd165459_stisnic_004.fits,hd165459,_stisnic_004,13-Feb-2017
hd165459_stisnic_005.fits,hd165459,_stisnic_005,21-Mar-2020
hd165459_stisnic_006.fits,hd165459,_stisnic_006,16-Feb-2023
hd167060_mod_001.fits,hd167060,_mod_001,30-Aug-2019
hd167060_mod_002.fits,hd167060,_mod_002,23-Mar-2020
hd167060_mod_003.fits,hd167060,_mod_003,24-Oct-2022
hd167060_mod_004.fits,hd167060,_mod_004,16-Feb-2023
hd167060_mod_005.fits,hd167060,_mod_005,21-Sep-2023
hd167060_stis_001.fits,hd167060,_stis_001,30-Aug-2019
hd167060_stis_002.fits,hd167060,_stis_002,21-Mar-2020
hd167060_stis_003.fits,hd167060,_stis_003,25-Oct-2022
hd167060_stis_004.fits,hd167060,_stis_004,16-Feb-2023
hd167060_stis_005.fits,hd167060,_stis_005,20-Sep-2023
hd172728_mod_001.fits,hd172728,_mod_001,24-Oct-2022
hd172728_mod_002.fits,hd172728,_mod_002,16-Feb-2023
hd172728_stis_001.fits,hd172728,_stis_001,25-Oct-2022
hd172728_stis_002.fits,hd172728,_stis_002,16-Feb-2023
hd180609_mod_001.fits,hd180609,_mod_001,13-Feb-2017
hd180609_mod_002.fits,hd180609,_mod_002,3-Aug-2017
hd180609_mod_003.fits,hd180609,_mod_003,23-Mar-2020
hd180609_mod_004.fits,hd180609,_mod_004,16-Feb-2023
hd180609_stis_001.fits,hd180609,_stis_001,2013-11-18T19:20:56
hd180609_stis_002.fits,hd180609,_stis_002,2015-01-06T17:00:20
hd180609_stis_003.fits,hd180609,_stis_003,2015-01-05T21:02:38
hd180609_stis_004.fits,hd180609,_stis_004,13-Feb-2017
hd180609_stis_005.fits,hd180609,_stis_005,21-Mar-2020
hd180609_stis_006.fits,hd180609,_stis_006,16-Feb-2023
hd185975_mod_001.fits,hd185975,_mod_001,30-Aug-2019
hd185975_mod_002.fits,hd185975,_mod_002,23-Mar-2020
hd185975_mod_003.fits,hd185975,_mod_003,24-Oct-2022
hd185975_mod_004.fits,hd185975,_mod_004,16-Feb-2023
hd185975_stis_001.fits,hd185975,_stis_001,2013-11-18T19:20:56
hd185975_stis_002.fits,hd185975,_stis_002,2015-01-06T17:00:20
hd185975_stis_003.fits,hd185975,_stis_003,2015-01-05T21:02:38
hd185975_stis_004.fits,hd185975,_stis_004,30-Aug-2019
hd185975_stis_005.fits,hd185975,_stis_005,21-Mar-2020
hd185975_stis_006.fits,hd185975,_stis_006,25-Oct-2022
hd185975_stis_007.fits,hd185975,_stis_007,16-Feb-2023
hd200654_mod_001.fits,hd200654,_mod_001,30-Aug-2019
hd200654_mod_002.fits,hd200654,_mod_002,23-Mar-2020
hd200654_mod_003.fits,hd200654,_mod_003,24-Oct-2022
hd200654_mod_004.fits,hd200654,_mod_004,16-Feb-2023
hd200654_stis_001.fits,hd200654,_stis_001,2013-11-18T19:20:56
hd200654_stis_002.fits,hd200654,_stis_002,2015-01-06T17:00:20
hd200654_stis_003.fits,hd200654,_stis_003,2015-01-05T21:02:38
hd200654_stis_004.fits,hd200654,_stis_004,30-Aug-2019
hd200654_stis_005.fits,hd200654,_stis_005,21-Mar-2020
hd200654_stis_006.fits,hd200654,_stis_006,25-Oct-2022
hd200654_stis_007.fits,hd200654,_stis_007,16-Feb-2023
hd200775_stis_001.fits,hd200775,_stis_001,25-Oct-2022
hd205905_mod_001.fits,hd205905,_mod_001,13-Feb-2017
hd205905_mod_002.fits,hd205905,_mod_002,3-Aug-2017
hd205905_mod_003.fits,hd205905,_mod_003,23-Mar-2020
hd205905_mod_004.fits,hd205905,_mod_004,24-Oct-2022
hd205905_mod_005.fits,hd205905,_mod_005,16-Feb-2023
hd205905_mod_006.fits,hd205905,_mod_006,4-Apr-2023
hd205905_mod_007.fits,hd205905,_mod_007,21-Sep-2023
hd205905_stis_001.fits,hd205905,_stis_001,2013-11-18T19:20:56
hd205905_stis_002.fits,hd205905,_stis_002,2015-01-06T17:00:21
hd205905_stis_003.fits,hd205905,_stis_003,2015-01-05T21:02:38
hd205905_stis_004.fits,hd205905,_stis_004,13-Feb-2017
hd205905_stis_005.fits,hd205905,_stis_005,21-Mar-2020
hd205905_stis_006.fits,hd205905,_stis_006,25-Oct-2022
hd205905_stis_007.fits,hd205905,_stis_007,16-Feb-2023
hd205905_stis_008.fits,hd205905,_stis_008,3-Apr-2023
hd205905_stis_009.fits,hd205905,_stis_009,20-Sep-2023
hd209458_mod_001.fits,hd209458,_mod_001,13-Feb-2017
hd209458_mod_002.fits,hd209458,_mod_002,3-Aug-2017
hd209458_mod_003.fits,hd209458,_mod_003,23-Mar-2020
hd209458_stisnic_002.fits,hd209458,_stisnic_002,2015-01-06T17:00:21
hd209458_stisnic_003.fits,hd209458,_stisnic_003,2010-02-10T23:23:21
hd209458_stisnic_004.fits,hd209458,_stisnic_004,2013-11-18T19:20:56
hd209458_stisnic_005.fits,hd209458,_stisnic_005,2015-01-06T17:00:21
hd209458_stisnic_006.fits,hd209458,_stisnic_006,2015-01-05T21:02:38
hd209458_stisnic_007.fits,hd209458,_stisnic_007,13-Feb-2017
hd209458_stisnic_008.fits,hd209458,_stisnic_008,21-Mar-2020
hd2811_mod_001.fits,hd2811,_mod_001,30-Aug-2019
hd2811_mod_002.fits,hd2811,_mod_002,23-Mar-2020
hd2811_mod_003.fits,hd2811,_mod_003,24-Oct-2022
hd2811_mod_004.fits,hd2811,_mod_004,16-Feb-2023
hd2811_stis_001.fits,hd2811,_stis_001,30-Aug-2019
hd2811_stis_002.fits,hd2811,_stis_002,21-Mar-2020
hd2811_stis_003.fits,hd2811,_stis_003,25-Oct-2022
hd2811_stis_004.fits,hd2811,_stis_004,16-Feb-2023
hd37725_mod_001.fits,hd37725,_mod_001,13-Feb-2017
hd37725_mod_002.fits,hd37725,_mod_002,3-Aug-2017
hd37725_mod_003.fits,hd37725,_mod_003,17-Jan-2019
hd37725_mod_004.fits,hd37725,_mod_004,23-Mar-2020
hd37725_mod_005.fits,hd37725,_mod_005,16-Feb-2023
hd37725_stis_001.fits,hd37725,_stis_001,2013-11-18T19:20:56
hd37725_stis_002.fits,hd37725,_stis_002,2015-01-06T17:00:21
hd37725_stis_003.fits,hd37725,_stis_003,2015-01-05T21:02:38
hd37725_stis_004.fits,hd37725,_stis_004,13-Feb-2017
hd37725_stiswfc_001.fits,hd37725,_stiswfc_001,17-Jan-2019
hd37725_stiswfc_002.fits,hd37725,_stiswfc_002,21-Mar-2020
hd37725_stiswfc_003.fits,hd37725,_stiswfc_003,2-Mar-2021
hd37725_stiswfc_004.fits,hd37725,_stiswfc_004,16-Feb-2023
hd37962_mod_001.fits,hd37962,_mod_001,13-Feb-2017
hd37962_mod_002.fits,hd37962,_mod_002,3-Aug-2017
hd37962_mod_003.fits,hd37962,_mod_003,23-Mar-2020
hd37962_mod_004.fits,hd37962,_mod_004,8-Apr-2022
hd37962_mod_005.fits,hd37962,_mod_005,24-Oct-2022
hd37962_mod_006.fits,hd37962,_mod_006,16-Feb-2023
hd37962_mod_007.fits,hd37962,_mod_007,4-Apr-2023
hd37962_mod_008.fits,hd37962,_mod_008,21-Sep-2023
hd37962_stis_001.fits,hd37962,_stis_001,2013-11-18T19:20:56
hd37962_stis_002.fits,hd37962,_stis_002,2015-01-06T17:00:21
hd37962_stis_003.fits,hd37962,_stis_003,2015-01-05T21:02:39
hd37962_stis_004.fits,hd37962,_stis_004,13-Feb-2017
hd37962_stis_005.fits,hd37962,_stis_005,21-Mar-2020
hd37962_stis_006.fits,hd37962,_stis_006,30-Jan-2022
hd37962_stis_007.fits,hd37962,_stis_007,25-Oct-2022
hd37962_stis_008.fits,hd37962,_stis_008,16-Feb-2023
hd37962_stis_009.fits,hd37962,_stis_009,3-Apr-2023
hd37962_stis_010.fits,hd37962,_stis_010,20-Sep-2023
hd38949_mod_001.fits,hd38949,_mod_001,13-Feb-2017
hd38949_mod_002.fits,hd38949,_mod_002,3-Aug-2017
hd38949_mod_003.fits,hd38949,_mod_003,23-Mar-2020
hd38949_mod_004.fits,hd38949,_mod_004,24-Oct-2022
hd38949_mod_005.fits,hd38949,_mod_005,16-Feb-2023
hd38949_stis_001.fits,hd38949,_stis_001,2013-11-18T19:20:56
hd38949_stis_002.fits,hd38949,_stis_002,2015-01-06T17:00:21
hd38949_stis_003.fits,hd38949,_stis_003,2015-01-05T21:02:39
hd38949_stis_004.fits,hd38949,_stis_004,13-Feb-2017
hd38949_stis_005.fits,hd38949,_stis_005,21-Mar-2020
hd38949_stis_006.fits,hd38949,_stis_006,25-Oct-2022
hd38949_stis_007.fits,hd38949,_stis_007,16-Feb-2023
hd55677_mod_001.fits,hd55677,_mod_001,30-Aug-2019
hd55677_mod_002.fits,hd55677,_mod_002,23-Mar-2020
hd55677_mod_003.fits,hd55677,_mod_003,24-Oct-2022
hd55677_mod_004.fits,hd55677,_mod_004,16-Feb-2023
hd55677_stis_001.fits,hd55677,_stis_001,30-Aug-2019
hd55677_stis_002.fits,hd55677,_stis_002,21-Mar-2020
hd55677_stis_003.fits,hd55677,_stis_003,25-Oct-2022
hd55677_stis_004.fits,hd55677,_stis_004,16-Feb-2023
hd60753_stis_001.fits,hd60753,_stis_001,2013-11-18T19:20:56
hd60753_stis_002.fits,hd60753,_stis_002,2015-01-06T17:00:21
hd60753_stis_003.fits,hd60753,_stis_003,2015-01-05T21:02:39
hd60753_stis_004.fits,hd60753,_stis_004,21-Mar-2020
hd93521_005.fits,hd93521,_005,2015-01-06T17:00:21
hd93521_mod_001.fits,hd93521,_mod_001,30-Aug-2019
hd93521_mod_002.fits,hd93521,_mod_002,23-Mar-2020
hd93521_mod_003.fits,hd93521,_mod_003,16-Feb-2023
hd93521_stis_001.fits,hd93521,_stis_001,2015-01-06T17:00:21
hd93521_stis_002.fits,hd93521,_stis_002,2013-11-18T19:20:56
hd93521_stis_003.fits,hd93521,_stis_003,2015-01-06T17:00:21
hd93521_stis_004.fits,hd93521,_stis_004,2015-01-05T21:02:39
hd93521_stis_005.fits,hd93521,_stis_005,30-Aug-2019
hd93521_stis_006.fits,hd93521,_stis_006,21-Mar-2020
hd93521_stis_007.fits,hd93521,_stis_007,16-Feb-2023
hs2027_stis_001.fits,hs2027,_stis_001,2015-01-06T17:00:21
hs2027_stis_002.fits,hs2027,_stis_002,2013-11-18T19:20:56
hs2027_stis_003.fits,hs2027,_stis_003,2015-01-06T17:00:21
hs2027_stis_004.fits,hs2027,_stis_004,2015-01-05T21:02:39
hs2027_stis_005.fits,hs2027,_stis_005,21-Mar-2020
hs2027_stis_006.fits,hs2027,_stis_006,25-Oct-2022
hz21_005.fits,hz21,_005,2015-01-06T17:00:21
hz21_stis_001.fits,hz21,_stis_001,2015-01-06T17:00:21
hz21_stis_002.fits,hz21,_stis_002,2013-11-18T19:20:56
hz21_stis_003.fits,hz21,_stis_003,2015-01-06T17:00:21
hz21_stis_004.fits,hz21,_stis_004,2015-01-05T21:02:39
hz21_stis_005.fits,hz21,_stis_005,30-Aug-2019
hz21_stis_006.fits,hz21,_stis_006,21-Mar-2020
hz21_stis_007.fits,hz21,_stis_007,25-Oct-2022
hz2_005.fits,hz2,_005,2015-01-06T17:00:21
hz43_fos_003.fits,hz43_fos,_003,2015-01-06T17:00:21
hz43_mod_004.fits,hz43_mod,_004,2015-01-06T17:00:21
hz43_mod_005.fits,hz43_mod,_005,2015-01-06T17:00:21
hz43_mod_008.fits,hz43_mod,_008,2013-11-18T19:20:56
hz43_mod_009.fits,hz43_mod,_009,2015-01-06T17:00:21
hz43_mod_010.fits,hz43_mod,_010,2015-01-06T17:00:21
hz43_stis_001.fits,hz43,_stis_001,2015-01-06T17:00:21
hz43_stis_002.fits,hz43,_stis_002,2013-11-18T19:20:56
hz43_stis_003.fits,hz43,_stis_003,2015-01-06T17:00:21
hz43_stis_004.fits,hz43,_stis_004,2015-01-05T21:02:39
hz43_stis_005.fits,hz43,_stis_005,21-Mar-2020
hz43b_stis_001.fits,hz43b,_stis_001,2015-01-06T17:00:21
hz43b_stis_002.fits,hz43b,_stis_002,2013-11-18T19:20:56
hz43b_stis_003.fits,hz43b,_stis_003,2015-01-06T17:00:21
hz43b_stis_004.fits,hz43b,_stis_004,2015-01-05T21:02:39
hz43b_stis_005.fits,hz43b,_stis_005,21-Mar-2020
hz44_005.fits,hz44,_005,2015-01-06T17:00:21
hz44_fos_003.fits,hz44_fos,_003,2015-01-06T17:00:21
hz44_stis_001.fits,hz44,_stis_001,2015-01-06T17:00:21
hz44_stis_002.fits,hz44,_stis_002,2013-11-18T19:20:56
hz44_stis_003.fits,hz44,_stis_003,2015-01-06T17:00:21
hz44_stis_004.fits,hz44,_stis_004,2015-01-05T21:02:39
hz44_stis_005.fits,hz44,_stis_005,30-Aug-2019
hz44_stis_006.fits,hz44,_stis_006,21-Mar-2020
hz4_004.fits,hz4,_004,2015-01-06T17:00:21
hz4_stis_001.fits,hz4,_stis_001,2015-01-06T17:00:21
hz4_stis_002.fits,hz4,_stis_002,2015-01-06T17:00:21
hz4_stis_003.fits,hz4,_stis_003,2013-11-18T19:20:56
hz4_stis_004.fits,hz4,_stis_004,2015-01-06T17:00:21
hz4_stis_005.fits,hz4,_stis_005,2015-01-05T21:02:39
hz4_stis_006.fits,hz4,_stis_006,30-Aug-2019
hz4_stis_007.fits,hz4,_stis_007,21-Mar-2020
hz4_stis_008.fits,hz4,_stis_008,25-Oct-2022
kf01t5_nic_001.fits,kf01t5,_nic_001,2015-01-06T17:00:21
kf01t5_nic_002.fits,kf01t5,_nic_002,2013-11-18T19:20:56
kf01t5_nic_003.fits,kf01t5,_nic_003,2015-01-06T17:00:21
kf01t5_nic_004.fits,kf01t5,_nic_004,21-Mar-2020
kf06t1_nic_001.fits,kf06t1,_nic_001,2015-01-06T17:00:21
kf06t1_nic_002.fits,kf06t1,_nic_002,2013-11-18T19:20:56
kf06t1_nic_003.fits,kf06t1,_nic_003,2015-01-06T17:00:21
kf06t1_nic_004.fits,kf06t1,_nic_004,21-Mar-2020
